,States,Regions,latitude,longitude,Dates,Month,Year,Usage
5738,Meghalaya,NER,25.57049217,91.8800142,29/06/2019,Jun,2019,6.7
5739,Mizoram,NER,23.71039899,92.72001461,29/06/2019,Jun,2019,2.0
5740,Nagaland,NER,25.6669979,94.11657019,29/06/2019,Jun,2019,2.3
5741,Tripura,NER,23.83540428,91.27999914,29/06/2019,Jun,2019,3.4
5742,Punjab,NR,31.51997398,75.98000281,30/06/2019,Jun,2019,99.3
5743,Haryana,NR,28.45000633,77.01999101,30/06/2019,Jun,2019,116.7
5744,Rajasthan,NR,26.44999921,74.63998124,30/06/2019,Jun,2019,231.0
5745,Delhi,NR,28.6699929,77.23000403,30/06/2019,Jun,2019,60.3
5746,UP,NR,27.59998069,78.05000565,30/06/2019,Jun,2019,282.3
5747,Uttarakhand,NR,30.32040895,78.05000565,30/06/2019,Jun,2019,33.5
5748,HP,NR,31.10002545,77.16659704,30/06/2019,Jun,2019,26.6
5749,J&K,NR,33.45,76.24,30/06/2019,Jun,2019,49.9
5750,Chandigarh,NR,30.71999697,76.78000565,30/06/2019,Jun,2019,4.1
5751,Chhattisgarh,WR,22.09042035,82.15998734,30/06/2019,Jun,2019,80.0
5752,Gujarat,WR,22.2587,71.1924,30/06/2019,Jun,2019,312.7
5753,MP,WR,21.30039105,76.13001949,30/06/2019,Jun,2019,254.5
5754,Maharashtra,WR,19.25023195,73.16017493,30/06/2019,Jun,2019,424.1
5755,Goa,WR,15.491997,73.81800065,30/06/2019,Jun,2019,8.7
5756,DNH,WR,20.26657819,73.01661779999998,30/06/2019,Jun,2019,14.9
5757,Andhra Pradesh,SR,14.7504291,78.57002559,30/06/2019,Jun,2019,178.7
5758,Telangana,SR,18.1124,79.0193,30/06/2019,Jun,2019,208.0
5759,Karnataka,SR,12.57038129,76.91999711,30/06/2019,Jun,2019,214.7
5760,Kerala,SR,8.900372741,76.56999263,30/06/2019,Jun,2019,65.3
5761,Tamil Nadu,SR,12.92038576,79.15004187,30/06/2019,Jun,2019,270.3
5762,Pondy,SR,11.93499371,79.83000037,30/06/2019,Jun,2019,6.3
5763,Bihar,ER,25.78541445,87.4799727,30/06/2019,Jun,2019,82.8
5764,Jharkhand,ER,23.80039349,86.41998572,30/06/2019,Jun,2019,26.6
5765,Odisha,ER,19.82042971,85.90001746,30/06/2019,Jun,2019,70.1
5766,West Bengal,ER,22.58039044,88.32994665,30/06/2019,Jun,2019,107.5
5767,Sikkim,ER,27.3333303,88.6166475,30/06/2019,Jun,2019,2.1
5768,Arunachal Pradesh,NER,27.10039878,93.61660071,30/06/2019,Jun,2019,2.3
5769,Assam,NER,26.7499809,94.21666744,30/06/2019,Jun,2019,22.2
5770,Manipur,NER,24.79997072,93.95001705,30/06/2019,Jun,2019,2.8
5771,Meghalaya,NER,25.57049217,91.8800142,30/06/2019,Jun,2019,6.5
5772,Mizoram,NER,23.71039899,92.72001461,30/06/2019,Jun,2019,1.9
5773,Nagaland,NER,25.6669979,94.11657019,30/06/2019,Jun,2019,2.3
5774,Tripura,NER,23.83540428,91.27999914,30/06/2019,Jun,2019,3.3
5775,Punjab,NR,31.51997398,75.98000281,01/07/2019,Jul,2019,163.9
5776,Haryana,NR,28.45000633,77.01999101,01/07/2019,Jul,2019,157.5
5777,Rajasthan,NR,26.44999921,74.63998124,01/07/2019,Jul,2019,180.9
5778,Delhi,NR,28.6699929,77.23000403,01/07/2019,Jul,2019,103.8
5779,UP,NR,27.59998069,78.05000565,01/07/2019,Jul,2019,379.4
5780,Uttarakhand,NR,30.32040895,78.05000565,01/07/2019,Jul,2019,33.9
5781,HP,NR,31.10002545,77.16659704,01/07/2019,Jul,2019,24.2
5782,J&K,NR,33.45,76.24,01/07/2019,Jul,2019,34.8
5783,Chandigarh,NR,30.71999697,76.78000565,01/07/2019,Jul,2019,4.8
5784,Chhattisgarh,WR,22.09042035,82.15998734,01/07/2019,Jul,2019,94.5
5785,Gujarat,WR,22.2587,71.1924,01/07/2019,Jul,2019,300.2
5786,MP,WR,21.30039105,76.13001949,01/07/2019,Jul,2019,172.3
5787,Maharashtra,WR,19.25023195,73.16017493,01/07/2019,Jul,2019,424.5
5788,Goa,WR,15.491997,73.81800065,01/07/2019,Jul,2019,11.7
5789,DNH,WR,20.26657819,73.01661779999998,01/07/2019,Jul,2019,18.9
5790,Andhra Pradesh,SR,14.7504291,78.57002559,01/07/2019,Jul,2019,164.3
5791,Telangana,SR,18.1124,79.0193,01/07/2019,Jul,2019,217.8
5792,Karnataka,SR,12.57038129,76.91999711,01/07/2019,Jul,2019,158.5
5793,Kerala,SR,8.900372741,76.56999263,01/07/2019,Jul,2019,65.6
5794,Tamil Nadu,SR,12.92038576,79.15004187,01/07/2019,Jul,2019,282.0
5795,Pondy,SR,11.93499371,79.83000037,01/07/2019,Jul,2019,7.5
5796,Bihar,ER,25.78541445,87.4799727,01/07/2019,Jul,2019,104.7
5797,Jharkhand,ER,23.80039349,86.41998572,01/07/2019,Jul,2019,22.1
5798,Odisha,ER,19.82042971,85.90001746,01/07/2019,Jul,2019,89.8
5799,West Bengal,ER,22.58039044,88.32994665,01/07/2019,Jul,2019,151.8
5800,Sikkim,ER,27.3333303,88.6166475,01/07/2019,Jul,2019,0.9
5801,Arunachal Pradesh,NER,27.10039878,93.61660071,01/07/2019,Jul,2019,2.3
5802,Assam,NER,26.7499809,94.21666744,01/07/2019,Jul,2019,34.2
5803,Manipur,NER,24.79997072,93.95001705,01/07/2019,Jul,2019,2.4
5804,Meghalaya,NER,25.57049217,91.8800142,01/07/2019,Jul,2019,5.2
5805,Mizoram,NER,23.71039899,92.72001461,01/07/2019,Jul,2019,1.6
5806,Nagaland,NER,25.6669979,94.11657019,01/07/2019,Jul,2019,2.4
5807,Tripura,NER,23.83540428,91.27999914,01/07/2019,Jul,2019,4.9
5808,Punjab,NR,31.51997398,75.98000281,02/07/2019,Jul,2019,192.4
5809,Haryana,NR,28.45000633,77.01999101,02/07/2019,Jul,2019,176.4
5810,Rajasthan,NR,26.44999921,74.63998124,02/07/2019,Jul,2019,196.9
5811,Delhi,NR,28.6699929,77.23000403,02/07/2019,Jul,2019,110.9
5812,UP,NR,27.59998069,78.05000565,02/07/2019,Jul,2019,388.0
5813,Uttarakhand,NR,30.32040895,78.05000565,02/07/2019,Jul,2019,40.3
5814,HP,NR,31.10002545,77.16659704,02/07/2019,Jul,2019,25.7
5815,J&K,NR,33.45,76.24,02/07/2019,Jul,2019,41.0
5816,Chandigarh,NR,30.71999697,76.78000565,02/07/2019,Jul,2019,5.1
5817,Chhattisgarh,WR,22.09042035,82.15998734,02/07/2019,Jul,2019,94.0
5818,Gujarat,WR,22.2587,71.1924,02/07/2019,Jul,2019,307.4
5819,MP,WR,21.30039105,76.13001949,02/07/2019,Jul,2019,172.8
5820,Maharashtra,WR,19.25023195,73.16017493,02/07/2019,Jul,2019,433.7
5821,Goa,WR,15.491997,73.81800065,02/07/2019,Jul,2019,11.8
5822,DNH,WR,20.26657819,73.01661779999998,02/07/2019,Jul,2019,18.9
5823,Andhra Pradesh,SR,14.7504291,78.57002559,02/07/2019,Jul,2019,161.9
5824,Telangana,SR,18.1124,79.0193,02/07/2019,Jul,2019,217.9
5825,Karnataka,SR,12.57038129,76.91999711,02/07/2019,Jul,2019,160.1
5826,Kerala,SR,8.900372741,76.56999263,02/07/2019,Jul,2019,67.4
5827,Tamil Nadu,SR,12.92038576,79.15004187,02/07/2019,Jul,2019,281.3
5828,Pondy,SR,11.93499371,79.83000037,02/07/2019,Jul,2019,7.4
5829,Bihar,ER,25.78541445,87.4799727,02/07/2019,Jul,2019,110.7
5830,Jharkhand,ER,23.80039349,86.41998572,02/07/2019,Jul,2019,24.2
5831,Odisha,ER,19.82042971,85.90001746,02/07/2019,Jul,2019,96.4
5832,West Bengal,ER,22.58039044,88.32994665,02/07/2019,Jul,2019,166.7
5833,Sikkim,ER,27.3333303,88.6166475,02/07/2019,Jul,2019,1.0
5834,Arunachal Pradesh,NER,27.10039878,93.61660071,02/07/2019,Jul,2019,2.2
5835,Assam,NER,26.7499809,94.21666744,02/07/2019,Jul,2019,36.0
5836,Manipur,NER,24.79997072,93.95001705,02/07/2019,Jul,2019,2.6
5837,Meghalaya,NER,25.57049217,91.8800142,02/07/2019,Jul,2019,5.7
5838,Mizoram,NER,23.71039899,92.72001461,02/07/2019,Jul,2019,1.7
5839,Nagaland,NER,25.6669979,94.11657019,02/07/2019,Jul,2019,2.4
5840,Tripura,NER,23.83540428,91.27999914,02/07/2019,Jul,2019,5.0
5841,Punjab,NR,31.51997398,75.98000281,03/07/2019,Jul,2019,209.5
5842,Haryana,NR,28.45000633,77.01999101,03/07/2019,Jul,2019,187.7
5843,Rajasthan,NR,26.44999921,74.63998124,03/07/2019,Jul,2019,215.6
5844,Delhi,NR,28.6699929,77.23000403,03/07/2019,Jul,2019,117.8
5845,UP,NR,27.59998069,78.05000565,03/07/2019,Jul,2019,379.5
5846,Uttarakhand,NR,30.32040895,78.05000565,03/07/2019,Jul,2019,41.4
5847,HP,NR,31.10002545,77.16659704,03/07/2019,Jul,2019,26.7
5848,J&K,NR,33.45,76.24,03/07/2019,Jul,2019,41.2
5849,Chandigarh,NR,30.71999697,76.78000565,03/07/2019,Jul,2019,5.5
5850,Chhattisgarh,WR,22.09042035,82.15998734,03/07/2019,Jul,2019,94.2
5851,Gujarat,WR,22.2587,71.1924,03/07/2019,Jul,2019,312.7
5852,MP,WR,21.30039105,76.13001949,03/07/2019,Jul,2019,174.0
5853,Maharashtra,WR,19.25023195,73.16017493,03/07/2019,Jul,2019,431.6
5854,Goa,WR,15.491997,73.81800065,03/07/2019,Jul,2019,11.9
5855,DNH,WR,20.26657819,73.01661779999998,03/07/2019,Jul,2019,18.4
5856,Andhra Pradesh,SR,14.7504291,78.57002559,03/07/2019,Jul,2019,159.9
5857,Telangana,SR,18.1124,79.0193,03/07/2019,Jul,2019,217.8
5858,Karnataka,SR,12.57038129,76.91999711,03/07/2019,Jul,2019,169.0
5859,Kerala,SR,8.900372741,76.56999263,03/07/2019,Jul,2019,67.2
5860,Tamil Nadu,SR,12.92038576,79.15004187,03/07/2019,Jul,2019,283.3
5861,Pondy,SR,11.93499371,79.83000037,03/07/2019,Jul,2019,7.7
5862,Bihar,ER,25.78541445,87.4799727,03/07/2019,Jul,2019,111.8
5863,Jharkhand,ER,23.80039349,86.41998572,03/07/2019,Jul,2019,26.2
5864,Odisha,ER,19.82042971,85.90001746,03/07/2019,Jul,2019,107.0
5865,West Bengal,ER,22.58039044,88.32994665,03/07/2019,Jul,2019,180.0
5866,Sikkim,ER,27.3333303,88.6166475,03/07/2019,Jul,2019,1.0
5867,Arunachal Pradesh,NER,27.10039878,93.61660071,03/07/2019,Jul,2019,2.4
5868,Assam,NER,26.7499809,94.21666744,03/07/2019,Jul,2019,38.0
5869,Manipur,NER,24.79997072,93.95001705,03/07/2019,Jul,2019,2.5
5870,Meghalaya,NER,25.57049217,91.8800142,03/07/2019,Jul,2019,5.4
5871,Mizoram,NER,23.71039899,92.72001461,03/07/2019,Jul,2019,1.6
5872,Nagaland,NER,25.6669979,94.11657019,03/07/2019,Jul,2019,2.5
5873,Tripura,NER,23.83540428,91.27999914,03/07/2019,Jul,2019,5.3
5874,Punjab,NR,31.51997398,75.98000281,04/07/2019,Jul,2019,221.9
5875,Haryana,NR,28.45000633,77.01999101,04/07/2019,Jul,2019,189.8
5876,Rajasthan,NR,26.44999921,74.63998124,04/07/2019,Jul,2019,222.0
5877,Delhi,NR,28.6699929,77.23000403,04/07/2019,Jul,2019,115.7
5878,UP,NR,27.59998069,78.05000565,04/07/2019,Jul,2019,372.6
5879,Uttarakhand,NR,30.32040895,78.05000565,04/07/2019,Jul,2019,40.7
5880,HP,NR,31.10002545,77.16659704,04/07/2019,Jul,2019,27.5
5881,J&K,NR,33.45,76.24,04/07/2019,Jul,2019,41.8
5882,Chandigarh,NR,30.71999697,76.78000565,04/07/2019,Jul,2019,5.7
5883,Chhattisgarh,WR,22.09042035,82.15998734,04/07/2019,Jul,2019,96.9
5884,Gujarat,WR,22.2587,71.1924,04/07/2019,Jul,2019,313.2
5885,MP,WR,21.30039105,76.13001949,04/07/2019,Jul,2019,173.9
5886,Maharashtra,WR,19.25023195,73.16017493,04/07/2019,Jul,2019,426.7
5887,Goa,WR,15.491997,73.81800065,04/07/2019,Jul,2019,11.9
5888,DNH,WR,20.26657819,73.01661779999998,04/07/2019,Jul,2019,19.0
5889,Andhra Pradesh,SR,14.7504291,78.57002559,04/07/2019,Jul,2019,160.9
5890,Telangana,SR,18.1124,79.0193,04/07/2019,Jul,2019,204.2
5891,Karnataka,SR,12.57038129,76.91999711,04/07/2019,Jul,2019,168.4
5892,Kerala,SR,8.900372741,76.56999263,04/07/2019,Jul,2019,65.7
5893,Tamil Nadu,SR,12.92038576,79.15004187,04/07/2019,Jul,2019,279.8
5894,Pondy,SR,11.93499371,79.83000037,04/07/2019,Jul,2019,7.4
5895,Bihar,ER,25.78541445,87.4799727,04/07/2019,Jul,2019,114.5
5896,Jharkhand,ER,23.80039349,86.41998572,04/07/2019,Jul,2019,25.8
5897,Odisha,ER,19.82042971,85.90001746,04/07/2019,Jul,2019,99.8
5898,West Bengal,ER,22.58039044,88.32994665,04/07/2019,Jul,2019,184.4
5899,Sikkim,ER,27.3333303,88.6166475,04/07/2019,Jul,2019,0.8
5900,Arunachal Pradesh,NER,27.10039878,93.61660071,04/07/2019,Jul,2019,2.6
5901,Assam,NER,26.7499809,94.21666744,04/07/2019,Jul,2019,37.2
5902,Manipur,NER,24.79997072,93.95001705,04/07/2019,Jul,2019,2.9
5903,Meghalaya,NER,25.57049217,91.8800142,04/07/2019,Jul,2019,5.4
5904,Mizoram,NER,23.71039899,92.72001461,04/07/2019,Jul,2019,1.8
5905,Nagaland,NER,25.6669979,94.11657019,04/07/2019,Jul,2019,2.6
5906,Tripura,NER,23.83540428,91.27999914,04/07/2019,Jul,2019,5.3
5907,Punjab,NR,31.51997398,75.98000281,05/07/2019,Jul,2019,239.1
5908,Haryana,NR,28.45000633,77.01999101,05/07/2019,Jul,2019,200.7
5909,Rajasthan,NR,26.44999921,74.63998124,05/07/2019,Jul,2019,231.7
5910,Delhi,NR,28.6699929,77.23000403,05/07/2019,Jul,2019,117.0
5911,UP,NR,27.59998069,78.05000565,05/07/2019,Jul,2019,400.1
5912,Uttarakhand,NR,30.32040895,78.05000565,05/07/2019,Jul,2019,42.9
5913,HP,NR,31.10002545,77.16659704,05/07/2019,Jul,2019,29.7
5914,J&K,NR,33.45,76.24,05/07/2019,Jul,2019,41.6
5915,Chandigarh,NR,30.71999697,76.78000565,05/07/2019,Jul,2019,5.6
5916,Chhattisgarh,WR,22.09042035,82.15998734,05/07/2019,Jul,2019,97.5
5917,Gujarat,WR,22.2587,71.1924,05/07/2019,Jul,2019,313.4
5918,MP,WR,21.30039105,76.13001949,05/07/2019,Jul,2019,181.0
5919,Maharashtra,WR,19.25023195,73.16017493,05/07/2019,Jul,2019,426.8
5920,Goa,WR,15.491997,73.81800065,05/07/2019,Jul,2019,11.9
5921,DNH,WR,20.26657819,73.01661779999998,05/07/2019,Jul,2019,18.9
5922,Andhra Pradesh,SR,14.7504291,78.57002559,05/07/2019,Jul,2019,164.7
5923,Telangana,SR,18.1124,79.0193,05/07/2019,Jul,2019,193.4
5924,Karnataka,SR,12.57038129,76.91999711,05/07/2019,Jul,2019,168.0
5925,Kerala,SR,8.900372741,76.56999263,05/07/2019,Jul,2019,63.9
5926,Tamil Nadu,SR,12.92038576,79.15004187,05/07/2019,Jul,2019,284.2
5927,Pondy,SR,11.93499371,79.83000037,05/07/2019,Jul,2019,7.5
5928,Bihar,ER,25.78541445,87.4799727,05/07/2019,Jul,2019,110.8
5929,Jharkhand,ER,23.80039349,86.41998572,05/07/2019,Jul,2019,24.8
5930,Odisha,ER,19.82042971,85.90001746,05/07/2019,Jul,2019,95.2
5931,West Bengal,ER,22.58039044,88.32994665,05/07/2019,Jul,2019,168.6
5932,Sikkim,ER,27.3333303,88.6166475,05/07/2019,Jul,2019,0.7
5933,Arunachal Pradesh,NER,27.10039878,93.61660071,05/07/2019,Jul,2019,2.6
5934,Assam,NER,26.7499809,94.21666744,05/07/2019,Jul,2019,33.2
5935,Manipur,NER,24.79997072,93.95001705,05/07/2019,Jul,2019,2.1
5936,Meghalaya,NER,25.57049217,91.8800142,05/07/2019,Jul,2019,5.5
5937,Mizoram,NER,23.71039899,92.72001461,05/07/2019,Jul,2019,1.8
5938,Nagaland,NER,25.6669979,94.11657019,05/07/2019,Jul,2019,2.7
5939,Tripura,NER,23.83540428,91.27999914,05/07/2019,Jul,2019,5.1
5940,Punjab,NR,31.51997398,75.98000281,06/07/2019,Jul,2019,245.6
5941,Haryana,NR,28.45000633,77.01999101,06/07/2019,Jul,2019,195.7
5942,Rajasthan,NR,26.44999921,74.63998124,06/07/2019,Jul,2019,237.9
5943,Delhi,NR,28.6699929,77.23000403,06/07/2019,Jul,2019,110.1
5944,UP,NR,27.59998069,78.05000565,06/07/2019,Jul,2019,368.5
5945,Uttarakhand,NR,30.32040895,78.05000565,06/07/2019,Jul,2019,40.8
5946,HP,NR,31.10002545,77.16659704,06/07/2019,Jul,2019,28.7
5947,J&K,NR,33.45,76.24,06/07/2019,Jul,2019,42.5
5948,Chandigarh,NR,30.71999697,76.78000565,06/07/2019,Jul,2019,5.1
5949,Chhattisgarh,WR,22.09042035,82.15998734,06/07/2019,Jul,2019,95.0
5950,Gujarat,WR,22.2587,71.1924,06/07/2019,Jul,2019,287.5
5951,MP,WR,21.30039105,76.13001949,06/07/2019,Jul,2019,174.5
5952,Maharashtra,WR,19.25023195,73.16017493,06/07/2019,Jul,2019,424.0
5953,Goa,WR,15.491997,73.81800065,06/07/2019,Jul,2019,11.3
5954,DNH,WR,20.26657819,73.01661779999998,06/07/2019,Jul,2019,18.7
5955,Andhra Pradesh,SR,14.7504291,78.57002559,06/07/2019,Jul,2019,165.4
5956,Telangana,SR,18.1124,79.0193,06/07/2019,Jul,2019,210.6
5957,Karnataka,SR,12.57038129,76.91999711,06/07/2019,Jul,2019,160.0
5958,Kerala,SR,8.900372741,76.56999263,06/07/2019,Jul,2019,64.6
5959,Tamil Nadu,SR,12.92038576,79.15004187,06/07/2019,Jul,2019,284.2
5960,Pondy,SR,11.93499371,79.83000037,06/07/2019,Jul,2019,7.9
5961,Bihar,ER,25.78541445,87.4799727,06/07/2019,Jul,2019,100.7
5962,Jharkhand,ER,23.80039349,86.41998572,06/07/2019,Jul,2019,24.7
5963,Odisha,ER,19.82042971,85.90001746,06/07/2019,Jul,2019,94.0
5964,West Bengal,ER,22.58039044,88.32994665,06/07/2019,Jul,2019,161.6
5965,Sikkim,ER,27.3333303,88.6166475,06/07/2019,Jul,2019,0.8
5966,Arunachal Pradesh,NER,27.10039878,93.61660071,06/07/2019,Jul,2019,2.4
5967,Assam,NER,26.7499809,94.21666744,06/07/2019,Jul,2019,34.8
5968,Manipur,NER,24.79997072,93.95001705,06/07/2019,Jul,2019,2.5
5969,Meghalaya,NER,25.57049217,91.8800142,06/07/2019,Jul,2019,5.5
5970,Mizoram,NER,23.71039899,92.72001461,06/07/2019,Jul,2019,1.9
5971,Nagaland,NER,25.6669979,94.11657019,06/07/2019,Jul,2019,2.5
5972,Tripura,NER,23.83540428,91.27999914,06/07/2019,Jul,2019,4.4
5973,Punjab,NR,31.51997398,75.98000281,07/07/2019,Jul,2019,239.4
5974,Haryana,NR,28.45000633,77.01999101,07/07/2019,Jul,2019,175.1
5975,Rajasthan,NR,26.44999921,74.63998124,07/07/2019,Jul,2019,229.1
5976,Delhi,NR,28.6699929,77.23000403,07/07/2019,Jul,2019,102.1
5977,UP,NR,27.59998069,78.05000565,07/07/2019,Jul,2019,341.6
5978,Uttarakhand,NR,30.32040895,78.05000565,07/07/2019,Jul,2019,37.1
5979,HP,NR,31.10002545,77.16659704,07/07/2019,Jul,2019,25.6
5980,J&K,NR,33.45,76.24,07/07/2019,Jul,2019,39.5
5981,Chandigarh,NR,30.71999697,76.78000565,07/07/2019,Jul,2019,4.3
5982,Chhattisgarh,WR,22.09042035,82.15998734,07/07/2019,Jul,2019,90.8
5983,Gujarat,WR,22.2587,71.1924,07/07/2019,Jul,2019,290.3
5984,MP,WR,21.30039105,76.13001949,07/07/2019,Jul,2019,165.6
5985,Maharashtra,WR,19.25023195,73.16017493,07/07/2019,Jul,2019,414.1
5986,Goa,WR,15.491997,73.81800065,07/07/2019,Jul,2019,10.2
5987,DNH,WR,20.26657819,73.01661779999998,07/07/2019,Jul,2019,18.4
5988,Andhra Pradesh,SR,14.7504291,78.57002559,07/07/2019,Jul,2019,166.8
5989,Telangana,SR,18.1124,79.0193,07/07/2019,Jul,2019,212.1
5990,Karnataka,SR,12.57038129,76.91999711,07/07/2019,Jul,2019,155.9
5991,Kerala,SR,8.900372741,76.56999263,07/07/2019,Jul,2019,58.4
5992,Tamil Nadu,SR,12.92038576,79.15004187,07/07/2019,Jul,2019,261.3
5993,Pondy,SR,11.93499371,79.83000037,07/07/2019,Jul,2019,7.4
5994,Bihar,ER,25.78541445,87.4799727,07/07/2019,Jul,2019,103.1
5995,Jharkhand,ER,23.80039349,86.41998572,07/07/2019,Jul,2019,23.0
5996,Odisha,ER,19.82042971,85.90001746,07/07/2019,Jul,2019,87.8
5997,West Bengal,ER,22.58039044,88.32994665,07/07/2019,Jul,2019,151.5
5998,Sikkim,ER,27.3333303,88.6166475,07/07/2019,Jul,2019,0.6
5999,Arunachal Pradesh,NER,27.10039878,93.61660071,07/07/2019,Jul,2019,2.1
6000,Assam,NER,26.7499809,94.21666744,07/07/2019,Jul,2019,35.1
6001,Manipur,NER,24.79997072,93.95001705,07/07/2019,Jul,2019,2.4
6002,Meghalaya,NER,25.57049217,91.8800142,07/07/2019,Jul,2019,5.4
6003,Mizoram,NER,23.71039899,92.72001461,07/07/2019,Jul,2019,1.8
6004,Nagaland,NER,25.6669979,94.11657019,07/07/2019,Jul,2019,2.4
6005,Tripura,NER,23.83540428,91.27999914,07/07/2019,Jul,2019,4.6
6006,Punjab,NR,31.51997398,75.98000281,08/07/2019,Jul,2019,77.9
6007,Haryana,NR,28.45000633,77.01999101,08/07/2019,Jul,2019,86.6
6008,Rajasthan,NR,26.44999921,74.63998124,08/07/2019,Jul,2019,171.8
6009,Delhi,NR,28.6699929,77.23000403,08/07/2019,Jul,2019,57.8
6010,UP,NR,27.59998069,78.05000565,08/07/2019,Jul,2019,280.3
6011,Uttarakhand,NR,30.32040895,78.05000565,08/07/2019,Jul,2019,21.6
6012,HP,NR,31.10002545,77.16659704,08/07/2019,Jul,2019,12.1
6013,J&K,NR,33.45,76.24,08/07/2019,Jul,2019,46.6
6014,Chandigarh,NR,30.71999697,76.78000565,08/07/2019,Jul,2019,2.5
6015,Chhattisgarh,WR,22.09042035,82.15998734,08/07/2019,Jul,2019,76.5
6016,Gujarat,WR,22.2587,71.1924,08/07/2019,Jul,2019,261.3
6017,MP,WR,21.30039105,76.13001949,08/07/2019,Jul,2019,179.6
6018,Maharashtra,WR,19.25023195,73.16017493,08/07/2019,Jul,2019,380.5
6019,Goa,WR,15.491997,73.81800065,08/07/2019,Jul,2019,7.8
6020,DNH,WR,20.26657819,73.01661779999998,08/07/2019,Jul,2019,2.7
6021,Andhra Pradesh,SR,14.7504291,78.57002559,08/07/2019,Jul,2019,168.7
6022,Telangana,SR,18.1124,79.0193,08/07/2019,Jul,2019,143.8
6023,Karnataka,SR,12.57038129,76.91999711,08/07/2019,Jul,2019,196.4
6024,Kerala,SR,8.900372741,76.56999263,08/07/2019,Jul,2019,69.6
6025,Tamil Nadu,SR,12.92038576,79.15004187,08/07/2019,Jul,2019,253.7
6026,Pondy,SR,11.93499371,79.83000037,08/07/2019,Jul,2019,5.4
6027,Bihar,ER,25.78541445,87.4799727,08/07/2019,Jul,2019,80.8
6028,Jharkhand,ER,23.80039349,86.41998572,08/07/2019,Jul,2019,24.4
6029,Odisha,ER,19.82042971,85.90001746,08/07/2019,Jul,2019,69.7
6030,West Bengal,ER,22.58039044,88.32994665,08/07/2019,Jul,2019,118.8
6031,Sikkim,ER,27.3333303,88.6166475,08/07/2019,Jul,2019,1.0
6032,Arunachal Pradesh,NER,27.10039878,93.61660071,08/07/2019,Jul,2019,1.4
6033,Assam,NER,26.7499809,94.21666744,08/07/2019,Jul,2019,15.8
6034,Manipur,NER,24.79997072,93.95001705,08/07/2019,Jul,2019,2.5
6035,Meghalaya,NER,25.57049217,91.8800142,08/07/2019,Jul,2019,4.0
6036,Mizoram,NER,23.71039899,92.72001461,08/07/2019,Jul,2019,1.4
6037,Nagaland,NER,25.6669979,94.11657019,08/07/2019,Jul,2019,2.0
6038,Tripura,NER,23.83540428,91.27999914,08/07/2019,Jul,2019,3.3
6039,Punjab,NR,31.51997398,75.98000281,08/07/2019,Jul,2019,75.3
6040,Haryana,NR,28.45000633,77.01999101,08/07/2019,Jul,2019,86.1
6041,Rajasthan,NR,26.44999921,74.63998124,08/07/2019,Jul,2019,154.1
6042,Delhi,NR,28.6699929,77.23000403,08/07/2019,Jul,2019,59.9
6043,UP,NR,27.59998069,78.05000565,08/07/2019,Jul,2019,268.3
6044,Uttarakhand,NR,30.32040895,78.05000565,08/07/2019,Jul,2019,22.1
6045,HP,NR,31.10002545,77.16659704,08/07/2019,Jul,2019,13.9
6046,J&K,NR,33.45,76.24,08/07/2019,Jul,2019,45.5
6047,Chandigarh,NR,30.71999697,76.78000565,08/07/2019,Jul,2019,2.6
6048,Chhattisgarh,WR,22.09042035,82.15998734,08/07/2019,Jul,2019,77.9
6049,Gujarat,WR,22.2587,71.1924,08/07/2019,Jul,2019,265.8
6050,MP,WR,21.30039105,76.13001949,08/07/2019,Jul,2019,182.2
6051,Maharashtra,WR,19.25023195,73.16017493,08/07/2019,Jul,2019,388.6
6052,Goa,WR,15.491997,73.81800065,08/07/2019,Jul,2019,8.2
6053,DNH,WR,20.26657819,73.01661779999998,08/07/2019,Jul,2019,2.9
6054,Andhra Pradesh,SR,14.7504291,78.57002559,08/07/2019,Jul,2019,170.6
6055,Telangana,SR,18.1124,79.0193,08/07/2019,Jul,2019,145.1
6056,Karnataka,SR,12.57038129,76.91999711,08/07/2019,Jul,2019,207.4
6057,Kerala,SR,8.900372741,76.56999263,08/07/2019,Jul,2019,71.7
6058,Tamil Nadu,SR,12.92038576,79.15004187,08/07/2019,Jul,2019,255.6
6059,Pondy,SR,11.93499371,79.83000037,08/07/2019,Jul,2019,5.7
6060,Bihar,ER,25.78541445,87.4799727,08/07/2019,Jul,2019,70.2
6061,Jharkhand,ER,23.80039349,86.41998572,08/07/2019,Jul,2019,22.6
6062,Odisha,ER,19.82042971,85.90001746,08/07/2019,Jul,2019,78.2
6063,West Bengal,ER,22.58039044,88.32994665,08/07/2019,Jul,2019,118.4
6064,Sikkim,ER,27.3333303,88.6166475,08/07/2019,Jul,2019,1.3
6065,Arunachal Pradesh,NER,27.10039878,93.61660071,08/07/2019,Jul,2019,1.4
6066,Assam,NER,26.7499809,94.21666744,08/07/2019,Jul,2019,15.5
6067,Manipur,NER,24.79997072,93.95001705,08/07/2019,Jul,2019,2.3
6068,Meghalaya,NER,25.57049217,91.8800142,08/07/2019,Jul,2019,3.7
6069,Mizoram,NER,23.71039899,92.72001461,08/07/2019,Jul,2019,1.5
6070,Nagaland,NER,25.6669979,94.11657019,08/07/2019,Jul,2019,2.1
6071,Tripura,NER,23.83540428,91.27999914,08/07/2019,Jul,2019,3.4
6072,Punjab,NR,31.51997398,75.98000281,09/07/2019,Jul,2019,68.5
