,States,Regions,latitude,longitude,Dates,Month,Year,Usage
2331,Bihar,ER,25.78541445,87.4799727,15/03/2019,Mar,2019,67.3
2332,Jharkhand,ER,23.80039349,86.41998572,15/03/2019,Mar,2019,20.4
2333,Odisha,ER,19.82042971,85.90001746,15/03/2019,Mar,2019,59.5
2334,West Bengal,ER,22.58039044,88.32994665,15/03/2019,Mar,2019,98.4
2335,Sikkim,ER,27.3333303,88.6166475,15/03/2019,Mar,2019,1.1
2336,Arunachal Pradesh,NER,27.10039878,93.61660071,15/03/2019,Mar,2019,1.4
2337,Assam,NER,26.7499809,94.21666744,15/03/2019,Mar,2019,19.1
2338,Manipur,NER,24.79997072,93.95001705,15/03/2019,Mar,2019,1.9
2339,Meghalaya,NER,25.57049217,91.8800142,15/03/2019,Mar,2019,4.3
2340,Mizoram,NER,23.71039899,92.72001461,15/03/2019,Mar,2019,1.5
2341,Nagaland,NER,25.6669979,94.11657019,15/03/2019,Mar,2019,2.0
2342,Tripura,NER,23.83540428,91.27999914,15/03/2019,Mar,2019,2.8
2343,Punjab,NR,31.51997398,75.98000281,16/03/2019,Mar,2019,81.5
2344,Haryana,NR,28.45000633,77.01999101,16/03/2019,Mar,2019,86.6
2345,Rajasthan,NR,26.44999921,74.63998124,16/03/2019,Mar,2019,165.4
2346,Delhi,NR,28.6699929,77.23000403,16/03/2019,Mar,2019,51.2
2347,UP,NR,27.59998069,78.05000565,16/03/2019,Mar,2019,222.1
2348,Uttarakhand,NR,30.32040895,78.05000565,16/03/2019,Mar,2019,20.1
2349,HP,NR,31.10002545,77.16659704,16/03/2019,Mar,2019,14.0
2350,J&K,NR,33.45,76.24,16/03/2019,Mar,2019,40.8
2351,Chandigarh,NR,30.71999697,76.78000565,16/03/2019,Mar,2019,2.6
2352,Chhattisgarh,WR,22.09042035,82.15998734,16/03/2019,Mar,2019,64.1
2353,Gujarat,WR,22.2587,71.1924,16/03/2019,Mar,2019,286.2
2354,MP,WR,21.30039105,76.13001949,16/03/2019,Mar,2019,168.3
2355,Maharashtra,WR,19.25023195,73.16017493,16/03/2019,Mar,2019,405.7
2356,Goa,WR,15.491997,73.81800065,16/03/2019,Mar,2019,9.7
2357,DNH,WR,20.26657819,73.01661779999998,16/03/2019,Mar,2019,4.7
2358,Andhra Pradesh,SR,14.7504291,78.57002559,16/03/2019,Mar,2019,150.9
2359,Telangana,SR,18.1124,79.0193,16/03/2019,Mar,2019,137.0
2360,Karnataka,SR,12.57038129,76.91999711,16/03/2019,Mar,2019,201.7
2361,Kerala,SR,8.900372741,76.56999263,16/03/2019,Mar,2019,66.2
2362,Tamil Nadu,SR,12.92038576,79.15004187,16/03/2019,Mar,2019,230.9
2363,Pondy,SR,11.93499371,79.83000037,16/03/2019,Mar,2019,5.2
2364,Bihar,ER,25.78541445,87.4799727,16/03/2019,Mar,2019,71.9
2365,Jharkhand,ER,23.80039349,86.41998572,16/03/2019,Mar,2019,20.4
2366,Odisha,ER,19.82042971,85.90001746,16/03/2019,Mar,2019,63.0
2367,West Bengal,ER,22.58039044,88.32994665,16/03/2019,Mar,2019,97.7
2368,Sikkim,ER,27.3333303,88.6166475,16/03/2019,Mar,2019,1.4
2369,Arunachal Pradesh,NER,27.10039878,93.61660071,16/03/2019,Mar,2019,2.0
2370,Assam,NER,26.7499809,94.21666744,16/03/2019,Mar,2019,19.6
2371,Manipur,NER,24.79997072,93.95001705,16/03/2019,Mar,2019,2.3
2372,Meghalaya,NER,25.57049217,91.8800142,16/03/2019,Mar,2019,4.1
2373,Mizoram,NER,23.71039899,92.72001461,16/03/2019,Mar,2019,1.6
2374,Nagaland,NER,25.6669979,94.11657019,16/03/2019,Mar,2019,2.0
2375,Tripura,NER,23.83540428,91.27999914,16/03/2019,Mar,2019,3.4
2376,Punjab,NR,31.51997398,75.98000281,17/03/2019,Mar,2019,89.6
2377,Haryana,NR,28.45000633,77.01999101,17/03/2019,Mar,2019,93.4
2378,Rajasthan,NR,26.44999921,74.63998124,17/03/2019,Mar,2019,180.1
2379,Delhi,NR,28.6699929,77.23000403,17/03/2019,Mar,2019,58.4
2380,UP,NR,27.59998069,78.05000565,17/03/2019,Mar,2019,249.0
2381,Uttarakhand,NR,30.32040895,78.05000565,17/03/2019,Mar,2019,21.6
2382,HP,NR,31.10002545,77.16659704,17/03/2019,Mar,2019,14.7
2383,J&K,NR,33.45,76.24,17/03/2019,Mar,2019,41.5
2384,Chandigarh,NR,30.71999697,76.78000565,17/03/2019,Mar,2019,2.6
2385,Chhattisgarh,WR,22.09042035,82.15998734,17/03/2019,Mar,2019,67.5
2386,Gujarat,WR,22.2587,71.1924,17/03/2019,Mar,2019,291.0
2387,MP,WR,21.30039105,76.13001949,17/03/2019,Mar,2019,182.2
2388,Maharashtra,WR,19.25023195,73.16017493,17/03/2019,Mar,2019,408.1
2389,Goa,WR,15.491997,73.81800065,17/03/2019,Mar,2019,9.3
2390,DNH,WR,20.26657819,73.01661779999998,17/03/2019,Mar,2019,5.1
2391,Andhra Pradesh,SR,14.7504291,78.57002559,17/03/2019,Mar,2019,155.8
2392,Telangana,SR,18.1124,79.0193,17/03/2019,Mar,2019,131.8
2393,Karnataka,SR,12.57038129,76.91999711,17/03/2019,Mar,2019,206.8
2394,Kerala,SR,8.900372741,76.56999263,17/03/2019,Mar,2019,68.5
2395,Tamil Nadu,SR,12.92038576,79.15004187,17/03/2019,Mar,2019,236.3
2396,Pondy,SR,11.93499371,79.83000037,17/03/2019,Mar,2019,5.4
2397,Bihar,ER,25.78541445,87.4799727,17/03/2019,Mar,2019,67.1
2398,Jharkhand,ER,23.80039349,86.41998572,17/03/2019,Mar,2019,20.3
2399,Odisha,ER,19.82042971,85.90001746,17/03/2019,Mar,2019,66.1
2400,West Bengal,ER,22.58039044,88.32994665,17/03/2019,Mar,2019,91.6
2401,Sikkim,ER,27.3333303,88.6166475,17/03/2019,Mar,2019,1.3
2402,Arunachal Pradesh,NER,27.10039878,93.61660071,17/03/2019,Mar,2019,1.5
2403,Assam,NER,26.7499809,94.21666744,17/03/2019,Mar,2019,19.9
2404,Manipur,NER,24.79997072,93.95001705,17/03/2019,Mar,2019,2.1
2405,Meghalaya,NER,25.57049217,91.8800142,17/03/2019,Mar,2019,4.2
2406,Mizoram,NER,23.71039899,92.72001461,17/03/2019,Mar,2019,1.4
2407,Nagaland,NER,25.6669979,94.11657019,17/03/2019,Mar,2019,2.1
2408,Tripura,NER,23.83540428,91.27999914,17/03/2019,Mar,2019,3.4
2409,Punjab,NR,31.51997398,75.98000281,18/03/2019,Mar,2019,96.5
2410,Haryana,NR,28.45000633,77.01999101,18/03/2019,Mar,2019,102.4
2411,Rajasthan,NR,26.44999921,74.63998124,18/03/2019,Mar,2019,188.8
2412,Delhi,NR,28.6699929,77.23000403,18/03/2019,Mar,2019,63.0
2413,UP,NR,27.59998069,78.05000565,18/03/2019,Mar,2019,276.4
2414,Uttarakhand,NR,30.32040895,78.05000565,18/03/2019,Mar,2019,22.6
2415,HP,NR,31.10002545,77.16659704,18/03/2019,Mar,2019,15.6
2416,J&K,NR,33.45,76.24,18/03/2019,Mar,2019,41.8
2417,Chandigarh,NR,30.71999697,76.78000565,18/03/2019,Mar,2019,2.8
2418,Chhattisgarh,WR,22.09042035,82.15998734,18/03/2019,Mar,2019,68.2
2419,Gujarat,WR,22.2587,71.1924,18/03/2019,Mar,2019,294.3
2420,MP,WR,21.30039105,76.13001949,18/03/2019,Mar,2019,186.1
2421,Maharashtra,WR,19.25023195,73.16017493,18/03/2019,Mar,2019,408.8
2422,Goa,WR,15.491997,73.81800065,18/03/2019,Mar,2019,10.0
2423,DNH,WR,20.26657819,73.01661779999998,18/03/2019,Mar,2019,5.4
2424,Andhra Pradesh,SR,14.7504291,78.57002559,18/03/2019,Mar,2019,142.2
2425,Telangana,SR,18.1124,79.0193,18/03/2019,Mar,2019,130.5
2426,Karnataka,SR,12.57038129,76.91999711,18/03/2019,Mar,2019,184.0
2427,Kerala,SR,8.900372741,76.56999263,18/03/2019,Mar,2019,65.4
2428,Tamil Nadu,SR,12.92038576,79.15004187,18/03/2019,Mar,2019,221.8
2429,Pondy,SR,11.93499371,79.83000037,18/03/2019,Mar,2019,5.4
2430,Bihar,ER,25.78541445,87.4799727,18/03/2019,Mar,2019,74.1
2431,Jharkhand,ER,23.80039349,86.41998572,18/03/2019,Mar,2019,21.4
2432,Odisha,ER,19.82042971,85.90001746,18/03/2019,Mar,2019,65.5
2433,West Bengal,ER,22.58039044,88.32994665,18/03/2019,Mar,2019,97.1
2434,Sikkim,ER,27.3333303,88.6166475,18/03/2019,Mar,2019,1.3
2435,Arunachal Pradesh,NER,27.10039878,93.61660071,18/03/2019,Mar,2019,1.5
2436,Assam,NER,26.7499809,94.21666744,18/03/2019,Mar,2019,19.8
2437,Manipur,NER,24.79997072,93.95001705,18/03/2019,Mar,2019,2.1
2438,Meghalaya,NER,25.57049217,91.8800142,18/03/2019,Mar,2019,4.1
2439,Mizoram,NER,23.71039899,92.72001461,18/03/2019,Mar,2019,1.4
2440,Nagaland,NER,25.6669979,94.11657019,18/03/2019,Mar,2019,2.0
2441,Tripura,NER,23.83540428,91.27999914,18/03/2019,Mar,2019,3.4
2442,Punjab,NR,31.51997398,75.98000281,19/03/2019,Mar,2019,103.4
2443,Haryana,NR,28.45000633,77.01999101,19/03/2019,Mar,2019,108.4
2444,Rajasthan,NR,26.44999921,74.63998124,19/03/2019,Mar,2019,190.9
2445,Delhi,NR,28.6699929,77.23000403,19/03/2019,Mar,2019,66.1
2446,UP,NR,27.59998069,78.05000565,19/03/2019,Mar,2019,287.7
2447,Uttarakhand,NR,30.32040895,78.05000565,19/03/2019,Mar,2019,22.4
2448,HP,NR,31.10002545,77.16659704,19/03/2019,Mar,2019,16.1
2449,J&K,NR,33.45,76.24,19/03/2019,Mar,2019,41.2
2450,Chandigarh,NR,30.71999697,76.78000565,19/03/2019,Mar,2019,3.0
2451,Chhattisgarh,WR,22.09042035,82.15998734,19/03/2019,Mar,2019,70.9
2452,Gujarat,WR,22.2587,71.1924,19/03/2019,Mar,2019,296.2
2453,MP,WR,21.30039105,76.13001949,19/03/2019,Mar,2019,189.2
2454,Maharashtra,WR,19.25023195,73.16017493,19/03/2019,Mar,2019,405.1
2455,Goa,WR,15.491997,73.81800065,19/03/2019,Mar,2019,10.1
2456,DNH,WR,20.26657819,73.01661779999998,19/03/2019,Mar,2019,5.7
2457,Andhra Pradesh,SR,14.7504291,78.57002559,19/03/2019,Mar,2019,151.3
2458,Telangana,SR,18.1124,79.0193,19/03/2019,Mar,2019,140.2
2459,Karnataka,SR,12.57038129,76.91999711,19/03/2019,Mar,2019,189.7
2460,Kerala,SR,8.900372741,76.56999263,19/03/2019,Mar,2019,67.7
2461,Tamil Nadu,SR,12.92038576,79.15004187,19/03/2019,Mar,2019,228.8
2462,Pondy,SR,11.93499371,79.83000037,19/03/2019,Mar,2019,5.7
2463,Bihar,ER,25.78541445,87.4799727,19/03/2019,Mar,2019,83.8
2464,Jharkhand,ER,23.80039349,86.41998572,19/03/2019,Mar,2019,22.5
2465,Odisha,ER,19.82042971,85.90001746,19/03/2019,Mar,2019,67.5
2466,West Bengal,ER,22.58039044,88.32994665,19/03/2019,Mar,2019,106.8
2467,Sikkim,ER,27.3333303,88.6166475,19/03/2019,Mar,2019,1.3
2468,Arunachal Pradesh,NER,27.10039878,93.61660071,19/03/2019,Mar,2019,1.4
2469,Assam,NER,26.7499809,94.21666744,19/03/2019,Mar,2019,21.5
2470,Manipur,NER,24.79997072,93.95001705,19/03/2019,Mar,2019,2.2
2471,Meghalaya,NER,25.57049217,91.8800142,19/03/2019,Mar,2019,4.4
2472,Mizoram,NER,23.71039899,92.72001461,19/03/2019,Mar,2019,1.4
2473,Nagaland,NER,25.6669979,94.11657019,19/03/2019,Mar,2019,1.8
2474,Tripura,NER,23.83540428,91.27999914,19/03/2019,Mar,2019,3.1
2475,Punjab,NR,31.51997398,75.98000281,20/03/2019,Mar,2019,109.0
2476,Haryana,NR,28.45000633,77.01999101,20/03/2019,Mar,2019,114.4
2477,Rajasthan,NR,26.44999921,74.63998124,20/03/2019,Mar,2019,198.4
2478,Delhi,NR,28.6699929,77.23000403,20/03/2019,Mar,2019,69.6
2479,UP,NR,27.59998069,78.05000565,20/03/2019,Mar,2019,268.6
2480,Uttarakhand,NR,30.32040895,78.05000565,20/03/2019,Mar,2019,21.7
2481,HP,NR,31.10002545,77.16659704,20/03/2019,Mar,2019,15.9
2482,J&K,NR,33.45,76.24,20/03/2019,Mar,2019,41.4
2483,Chandigarh,NR,30.71999697,76.78000565,20/03/2019,Mar,2019,3.1
2484,Chhattisgarh,WR,22.09042035,82.15998734,20/03/2019,Mar,2019,73.0
2485,Gujarat,WR,22.2587,71.1924,20/03/2019,Mar,2019,292.6
2486,MP,WR,21.30039105,76.13001949,20/03/2019,Mar,2019,186.9
2487,Maharashtra,WR,19.25023195,73.16017493,20/03/2019,Mar,2019,400.2
2488,Goa,WR,15.491997,73.81800065,20/03/2019,Mar,2019,9.1
2489,DNH,WR,20.26657819,73.01661779999998,20/03/2019,Mar,2019,5.3
2490,Andhra Pradesh,SR,14.7504291,78.57002559,20/03/2019,Mar,2019,151.8
2491,Telangana,SR,18.1124,79.0193,20/03/2019,Mar,2019,133.8
2492,Karnataka,SR,12.57038129,76.91999711,20/03/2019,Mar,2019,189.7
2493,Kerala,SR,8.900372741,76.56999263,20/03/2019,Mar,2019,67.5
2494,Tamil Nadu,SR,12.92038576,79.15004187,20/03/2019,Mar,2019,234.4
2495,Pondy,SR,11.93499371,79.83000037,20/03/2019,Mar,2019,5.4
2496,Bihar,ER,25.78541445,87.4799727,20/03/2019,Mar,2019,70.2
2497,Jharkhand,ER,23.80039349,86.41998572,20/03/2019,Mar,2019,21.8
2498,Odisha,ER,19.82042971,85.90001746,20/03/2019,Mar,2019,67.4
2499,West Bengal,ER,22.58039044,88.32994665,20/03/2019,Mar,2019,101.9
2500,Sikkim,ER,27.3333303,88.6166475,20/03/2019,Mar,2019,1.0
2501,Arunachal Pradesh,NER,27.10039878,93.61660071,20/03/2019,Mar,2019,1.5
2502,Assam,NER,26.7499809,94.21666744,20/03/2019,Mar,2019,21.8
2503,Manipur,NER,24.79997072,93.95001705,20/03/2019,Mar,2019,2.2
2504,Meghalaya,NER,25.57049217,91.8800142,20/03/2019,Mar,2019,4.2
2505,Mizoram,NER,23.71039899,92.72001461,20/03/2019,Mar,2019,1.4
2506,Nagaland,NER,25.6669979,94.11657019,20/03/2019,Mar,2019,1.9
2507,Tripura,NER,23.83540428,91.27999914,20/03/2019,Mar,2019,3.7
2508,Punjab,NR,31.51997398,75.98000281,21/03/2019,Mar,2019,109.0
2509,Haryana,NR,28.45000633,77.01999101,21/03/2019,Mar,2019,112.5
2510,Rajasthan,NR,26.44999921,74.63998124,21/03/2019,Mar,2019,206.6
2511,Delhi,NR,28.6699929,77.23000403,21/03/2019,Mar,2019,68.3
2512,UP,NR,27.59998069,78.05000565,21/03/2019,Mar,2019,287.1
2513,Uttarakhand,NR,30.32040895,78.05000565,21/03/2019,Mar,2019,23.3
2514,HP,NR,31.10002545,77.16659704,21/03/2019,Mar,2019,16.7
2515,J&K,NR,33.45,76.24,21/03/2019,Mar,2019,38.3
2516,Chandigarh,NR,30.71999697,76.78000565,21/03/2019,Mar,2019,3.2
2517,Chhattisgarh,WR,22.09042035,82.15998734,21/03/2019,Mar,2019,74.7
2518,Gujarat,WR,22.2587,71.1924,21/03/2019,Mar,2019,295.5
2519,MP,WR,21.30039105,76.13001949,21/03/2019,Mar,2019,193.3
2520,Maharashtra,WR,19.25023195,73.16017493,21/03/2019,Mar,2019,409.9
2521,Goa,WR,15.491997,73.81800065,21/03/2019,Mar,2019,9.7
2522,DNH,WR,20.26657819,73.01661779999998,21/03/2019,Mar,2019,5.8
2523,Andhra Pradesh,SR,14.7504291,78.57002559,21/03/2019,Mar,2019,157.9
2524,Telangana,SR,18.1124,79.0193,21/03/2019,Mar,2019,137.0
2525,Karnataka,SR,12.57038129,76.91999711,21/03/2019,Mar,2019,187.9
2526,Kerala,SR,8.900372741,76.56999263,21/03/2019,Mar,2019,70.5
2527,Tamil Nadu,SR,12.92038576,79.15004187,21/03/2019,Mar,2019,245.3
2528,Pondy,SR,11.93499371,79.83000037,21/03/2019,Mar,2019,6.2
2529,Bihar,ER,25.78541445,87.4799727,21/03/2019,Mar,2019,71.3
2530,Jharkhand,ER,23.80039349,86.41998572,21/03/2019,Mar,2019,22.0
2531,Odisha,ER,19.82042971,85.90001746,21/03/2019,Mar,2019,70.2
2532,West Bengal,ER,22.58039044,88.32994665,21/03/2019,Mar,2019,95.6
2533,Sikkim,ER,27.3333303,88.6166475,21/03/2019,Mar,2019,1.3
2534,Arunachal Pradesh,NER,27.10039878,93.61660071,21/03/2019,Mar,2019,1.7
2535,Assam,NER,26.7499809,94.21666744,21/03/2019,Mar,2019,21.7
2536,Manipur,NER,24.79997072,93.95001705,21/03/2019,Mar,2019,2.0
2537,Meghalaya,NER,25.57049217,91.8800142,21/03/2019,Mar,2019,4.0
2538,Mizoram,NER,23.71039899,92.72001461,21/03/2019,Mar,2019,1.4
2539,Nagaland,NER,25.6669979,94.11657019,21/03/2019,Mar,2019,1.8
2540,Tripura,NER,23.83540428,91.27999914,21/03/2019,Mar,2019,4.5
2541,Punjab,NR,31.51997398,75.98000281,22/03/2019,Mar,2019,101.7
2542,Haryana,NR,28.45000633,77.01999101,22/03/2019,Mar,2019,114.5
2543,Rajasthan,NR,26.44999921,74.63998124,22/03/2019,Mar,2019,216.7
2544,Delhi,NR,28.6699929,77.23000403,22/03/2019,Mar,2019,62.5
2545,UP,NR,27.59998069,78.05000565,22/03/2019,Mar,2019,260.8
2546,Uttarakhand,NR,30.32040895,78.05000565,22/03/2019,Mar,2019,33.1
2547,HP,NR,31.10002545,77.16659704,22/03/2019,Mar,2019,27.9
2548,J&K,NR,33.45,76.24,22/03/2019,Mar,2019,44.5
2549,Chandigarh,NR,30.71999697,76.78000565,22/03/2019,Mar,2019,3.2
2550,Chhattisgarh,WR,22.09042035,82.15998734,22/03/2019,Mar,2019,71.6
2551,Gujarat,WR,22.2587,71.1924,22/03/2019,Mar,2019,334.9
2552,MP,WR,21.30039105,76.13001949,22/03/2019,Mar,2019,248.2
2553,Maharashtra,WR,19.25023195,73.16017493,22/03/2019,Mar,2019,438.0
2554,Goa,WR,15.491997,73.81800065,22/03/2019,Mar,2019,12.3
2555,DNH,WR,20.26657819,73.01661779999998,22/03/2019,Mar,2019,18.3
2556,Andhra Pradesh,SR,14.7504291,78.57002559,22/03/2019,Mar,2019,169.5
2557,Telangana,SR,18.1124,79.0193,22/03/2019,Mar,2019,178.7
2558,Karnataka,SR,12.57038129,76.91999711,22/03/2019,Mar,2019,196.3
2559,Kerala,SR,8.900372741,76.56999263,22/03/2019,Mar,2019,72.0
2560,Tamil Nadu,SR,12.92038576,79.15004187,22/03/2019,Mar,2019,269.1
2561,Pondy,SR,11.93499371,79.83000037,22/03/2019,Mar,2019,6.8
2562,Bihar,ER,25.78541445,87.4799727,22/03/2019,Mar,2019,66.6
2563,Jharkhand,ER,23.80039349,86.41998572,22/03/2019,Mar,2019,24.4
2564,Odisha,ER,19.82042971,85.90001746,22/03/2019,Mar,2019,72.1
2565,West Bengal,ER,22.58039044,88.32994665,22/03/2019,Mar,2019,107.5
2566,Sikkim,ER,27.3333303,88.6166475,22/03/2019,Mar,2019,1.5
2567,Arunachal Pradesh,NER,27.10039878,93.61660071,22/03/2019,Mar,2019,2.2
2568,Assam,NER,26.7499809,94.21666744,22/03/2019,Mar,2019,22.6
2569,Manipur,NER,24.79997072,93.95001705,22/03/2019,Mar,2019,2.5
2570,Meghalaya,NER,25.57049217,91.8800142,22/03/2019,Mar,2019,5.9
2571,Mizoram,NER,23.71039899,92.72001461,22/03/2019,Mar,2019,1.7
2572,Nagaland,NER,25.6669979,94.11657019,22/03/2019,Mar,2019,2.1
2573,Tripura,NER,23.83540428,91.27999914,22/03/2019,Mar,2019,3.5
2574,Punjab,NR,31.51997398,75.98000281,23/03/2019,Mar,2019,100.3
2575,Haryana,NR,28.45000633,77.01999101,23/03/2019,Mar,2019,114.2
2576,Rajasthan,NR,26.44999921,74.63998124,23/03/2019,Mar,2019,214.5
2577,Delhi,NR,28.6699929,77.23000403,23/03/2019,Mar,2019,63.5
2578,UP,NR,27.59998069,78.05000565,23/03/2019,Mar,2019,258.2
2579,Uttarakhand,NR,30.32040895,78.05000565,23/03/2019,Mar,2019,34.1
2580,HP,NR,31.10002545,77.16659704,23/03/2019,Mar,2019,28.4
2581,J&K,NR,33.45,76.24,23/03/2019,Mar,2019,44.2
2582,Chandigarh,NR,30.71999697,76.78000565,23/03/2019,Mar,2019,3.4
2583,Chhattisgarh,WR,22.09042035,82.15998734,23/03/2019,Mar,2019,72.8
2584,Gujarat,WR,22.2587,71.1924,23/03/2019,Mar,2019,339.2
2585,MP,WR,21.30039105,76.13001949,23/03/2019,Mar,2019,250.9
2586,Maharashtra,WR,19.25023195,73.16017493,23/03/2019,Mar,2019,442.3
2587,Goa,WR,15.491997,73.81800065,23/03/2019,Mar,2019,12.3
2588,DNH,WR,20.26657819,73.01661779999998,23/03/2019,Mar,2019,18.5
2589,Andhra Pradesh,SR,14.7504291,78.57002559,23/03/2019,Mar,2019,169.5
2590,Telangana,SR,18.1124,79.0193,23/03/2019,Mar,2019,180.8
2591,Karnataka,SR,12.57038129,76.91999711,23/03/2019,Mar,2019,182.1
2592,Kerala,SR,8.900372741,76.56999263,23/03/2019,Mar,2019,73.0
2593,Tamil Nadu,SR,12.92038576,79.15004187,23/03/2019,Mar,2019,280.8
2594,Pondy,SR,11.93499371,79.83000037,23/03/2019,Mar,2019,7.0
2595,Bihar,ER,25.78541445,87.4799727,23/03/2019,Mar,2019,68.3
2596,Jharkhand,ER,23.80039349,86.41998572,23/03/2019,Mar,2019,24.7
2597,Odisha,ER,19.82042971,85.90001746,23/03/2019,Mar,2019,74.4
2598,West Bengal,ER,22.58039044,88.32994665,23/03/2019,Mar,2019,110.8
2599,Sikkim,ER,27.3333303,88.6166475,23/03/2019,Mar,2019,1.6
2600,Arunachal Pradesh,NER,27.10039878,93.61660071,23/03/2019,Mar,2019,2.1
2601,Assam,NER,26.7499809,94.21666744,23/03/2019,Mar,2019,22.7
2602,Manipur,NER,24.79997072,93.95001705,23/03/2019,Mar,2019,2.4
2603,Meghalaya,NER,25.57049217,91.8800142,23/03/2019,Mar,2019,5.7
2604,Mizoram,NER,23.71039899,92.72001461,23/03/2019,Mar,2019,1.7
2605,Nagaland,NER,25.6669979,94.11657019,23/03/2019,Mar,2019,2.1
2606,Tripura,NER,23.83540428,91.27999914,23/03/2019,Mar,2019,3.4
2607,Punjab,NR,31.51997398,75.98000281,24/03/2019,Mar,2019,98.0
2608,Haryana,NR,28.45000633,77.01999101,24/03/2019,Mar,2019,108.2
2609,Rajasthan,NR,26.44999921,74.63998124,24/03/2019,Mar,2019,218.6
2610,Delhi,NR,28.6699929,77.23000403,24/03/2019,Mar,2019,62.6
2611,UP,NR,27.59998069,78.05000565,24/03/2019,Mar,2019,258.4
2612,Uttarakhand,NR,30.32040895,78.05000565,24/03/2019,Mar,2019,34.6
2613,HP,NR,31.10002545,77.16659704,24/03/2019,Mar,2019,28.6
2614,J&K,NR,33.45,76.24,24/03/2019,Mar,2019,40.1
2615,Chandigarh,NR,30.71999697,76.78000565,24/03/2019,Mar,2019,3.5
2616,Chhattisgarh,WR,22.09042035,82.15998734,24/03/2019,Mar,2019,71.5
2617,Gujarat,WR,22.2587,71.1924,24/03/2019,Mar,2019,336.5
2618,MP,WR,21.30039105,76.13001949,24/03/2019,Mar,2019,253.4
2619,Maharashtra,WR,19.25023195,73.16017493,24/03/2019,Mar,2019,441.0
2620,Goa,WR,15.491997,73.81800065,24/03/2019,Mar,2019,12.3
2621,DNH,WR,20.26657819,73.01661779999998,24/03/2019,Mar,2019,18.6
2622,Andhra Pradesh,SR,14.7504291,78.57002559,24/03/2019,Mar,2019,169.9
2623,Telangana,SR,18.1124,79.0193,24/03/2019,Mar,2019,170.8
2624,Karnataka,SR,12.57038129,76.91999711,24/03/2019,Mar,2019,185.8
2625,Kerala,SR,8.900372741,76.56999263,24/03/2019,Mar,2019,73.5
2626,Tamil Nadu,SR,12.92038576,79.15004187,24/03/2019,Mar,2019,280.3
2627,Pondy,SR,11.93499371,79.83000037,24/03/2019,Mar,2019,7.2
2628,Bihar,ER,25.78541445,87.4799727,24/03/2019,Mar,2019,68.7
2629,Jharkhand,ER,23.80039349,86.41998572,24/03/2019,Mar,2019,24.2
2630,Odisha,ER,19.82042971,85.90001746,24/03/2019,Mar,2019,73.8
2631,West Bengal,ER,22.58039044,88.32994665,24/03/2019,Mar,2019,113.4
2632,Sikkim,ER,27.3333303,88.6166475,24/03/2019,Mar,2019,1.6
2633,Arunachal Pradesh,NER,27.10039878,93.61660071,24/03/2019,Mar,2019,2.0
2634,Assam,NER,26.7499809,94.21666744,24/03/2019,Mar,2019,23.3
2635,Manipur,NER,24.79997072,93.95001705,24/03/2019,Mar,2019,2.6
2636,Meghalaya,NER,25.57049217,91.8800142,24/03/2019,Mar,2019,5.8
2637,Mizoram,NER,23.71039899,92.72001461,24/03/2019,Mar,2019,1.8
2638,Nagaland,NER,25.6669979,94.11657019,24/03/2019,Mar,2019,2.2
2639,Tripura,NER,23.83540428,91.27999914,24/03/2019,Mar,2019,3.6
2640,Punjab,NR,31.51997398,75.98000281,25/03/2019,Mar,2019,99.4
2641,Haryana,NR,28.45000633,77.01999101,25/03/2019,Mar,2019,100.3
2642,Rajasthan,NR,26.44999921,74.63998124,25/03/2019,Mar,2019,213.0
2643,Delhi,NR,28.6699929,77.23000403,25/03/2019,Mar,2019,62.4
2644,UP,NR,27.59998069,78.05000565,25/03/2019,Mar,2019,238.2
2645,Uttarakhand,NR,30.32040895,78.05000565,25/03/2019,Mar,2019,30.2
2646,HP,NR,31.10002545,77.16659704,25/03/2019,Mar,2019,28.2
2647,J&K,NR,33.45,76.24,25/03/2019,Mar,2019,37.9
2648,Chandigarh,NR,30.71999697,76.78000565,25/03/2019,Mar,2019,3.5
2649,Chhattisgarh,WR,22.09042035,82.15998734,25/03/2019,Mar,2019,71.4
2650,Gujarat,WR,22.2587,71.1924,25/03/2019,Mar,2019,334.7
2651,MP,WR,21.30039105,76.13001949,25/03/2019,Mar,2019,252.8
2652,Maharashtra,WR,19.25023195,73.16017493,25/03/2019,Mar,2019,443.7
2653,Goa,WR,15.491997,73.81800065,25/03/2019,Mar,2019,12.5
2654,DNH,WR,20.26657819,73.01661779999998,25/03/2019,Mar,2019,17.7
2655,Andhra Pradesh,SR,14.7504291,78.57002559,25/03/2019,Mar,2019,168.6
2656,Telangana,SR,18.1124,79.0193,25/03/2019,Mar,2019,169.0
2657,Karnataka,SR,12.57038129,76.91999711,25/03/2019,Mar,2019,190.8
2658,Kerala,SR,8.900372741,76.56999263,25/03/2019,Mar,2019,73.8
2659,Tamil Nadu,SR,12.92038576,79.15004187,25/03/2019,Mar,2019,265.8
2660,Pondy,SR,11.93499371,79.83000037,25/03/2019,Mar,2019,7.1
2661,Bihar,ER,25.78541445,87.4799727,25/03/2019,Mar,2019,69.3
2662,Jharkhand,ER,23.80039349,86.41998572,25/03/2019,Mar,2019,24.1
2663,Odisha,ER,19.82042971,85.90001746,25/03/2019,Mar,2019,74.5
2664,West Bengal,ER,22.58039044,88.32994665,25/03/2019,Mar,2019,113.0
2665,Sikkim,ER,27.3333303,88.6166475,25/03/2019,Mar,2019,1.6
